Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Caol Uno,Uno Shoten,33,19,5,170.2,155.0,177.8,Southpaw,"May 08, 1975",1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c
Ryuki Ueyama,,12,18,5,180.3,180.0,,Southpaw,"Apr 17, 1976",0.13,0.21,1.4,0.46,0.5,1.0,0.0,1.5,http://www.ufcstats.com/fighter-details/bcd124bcd3d5be46
Christian Uflacker,,5,0,0,180.3,170.0,,,"Aug 04, 1985",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/10ccf4ec9913cadc
Alberto Uda,,12,2,0,190.5,185.0,,Orthodox,"Aug 08, 1984",1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/8f2deefe8c5dfb5d
Zach Underwood,,13,7,0,188.0,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1e310618d02ff93b
Kengo Ura,Uraken,14,12,2,175.3,165.0,,,"Jun 20, 1981",1.05,0.37,2.38,0.48,2.85,0.28,0.5,1.4,http://www.ufcstats.com/fighter-details/58258914525740a5
Jeremy Umphries,,5,2,0,,160.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4793a2d90f5ab8ae
Elias Urbina,,3,1,0,190.5,185.0,195.6,Southpaw,"Oct 09, 1993",3.85,0.37,6.17,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/47fcdcaccb58ca80
Nick Urso,,10,3,0,167.6,125.0,167.6,Southpaw,"Sep 26, 1985",3.61,0.45,5.06,0.36,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/e78c4c3d329c531b
Andy Uhrich,,11,6,0,182.9,170.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4a1a492f299581d9
Karlos Vemola,,17,5,0,182.9,185.0,190.5,Orthodox,"Jul 03, 1985",1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,http://www.ufcstats.com/fighter-details/d23ccf4a6c221284
Greg Velasco,The Viking King,6,1,0,188.0,265.0,177.8,Southpaw,"Sep 23, 1993",0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/34a81ebbce32b06b
Gian Villante,,17,14,0,190.5,230.0,193.0,Orthodox,"Aug 18, 1985",4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,http://www.ufcstats.com/fighter-details/fcd448a2fe1a23cc
Kelly Velasco,Killer,2,1,0,175.3,135.0,,Orthodox,"May 21, 1995",2.27,0.35,5.67,0.47,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/93c9897f0f9f5dab
Freddy Vidal,The Barbarian,4,1,0,190.5,205.0,203.2,Orthodox,"May 06, 1994",2.7,0.66,2.65,0.26,0.0,0.0,0.6,0.8,http://www.ufcstats.com/fighter-details/024158997e7c5829
Matt Van Buren,Gutter,7,6,0,195.6,205.0,,,"Jun 12, 1986",7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/7b39035fae7268b8
Cheyanne Vlismas,The Warrior Princess,7,3,0,160.0,115.0,160.0,Switch,"Jun 25, 1995",4.93,0.5,2.57,0.64,0.25,0.33,0.66,0.2,http://www.ufcstats.com/fighter-details/4959f10a62f3fec3
Ernie Verdicia,,0,1,0,180.3,199.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2b1587a3376ab743
Lando Vannata,Groovy,12,7,2,175.3,155.0,180.3,Orthodox,"Mar 14, 1992",4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3,http://www.ufcstats.com/fighter-details/f9b200db02b488d9
Bojan Velickovic,Serbian Steel,15,6,1,182.9,170.0,193.0,Southpaw,"Dec 18, 1988",2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,http://www.ufcstats.com/fighter-details/fcce75a25c14a804
Nikolay Veretennikov,Gladiator,14,7,0,185.4,170.0,188.0,Orthodox,"Dec 22, 1989",2.69,0.56,3.3,0.45,0.42,0.16,0.62,0.4,http://www.ufcstats.com/fighter-details/0f1efce7d2571d10
Javier Vazquez,Showtime,16,5,0,170.2,145.0,175.3,Southpaw,"Jul 16, 1977",2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5,http://www.ufcstats.com/fighter-details/be5cfd73617a5b1a
Rashid Vagabov,Rambo,14,2,0,170.2,125.0,160.0,Orthodox,"Jun 27, 1998",1.87,0.38,0.93,0.67,3.0,0.5,1.0,3.0,http://www.ufcstats.com/fighter-details/0d1190beced94f7c
Jamie Varner,,21,11,1,172.7,155.0,180.3,Orthodox,"Oct 12, 1984",2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,http://www.ufcstats.com/fighter-details/a54fc2d6fc224dc3
Guilherme Vasconcelos,Bomba,9,4,0,182.9,185.0,,Orthodox,"Mar 23, 1986",3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d6d5da3c209884bc
Alain Van der Merckt,Top Boy,8,0,0,,185.0,,,"Jun 11, 1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f6bbc6ba4f06ad60
Jerrel Venetiaan,,4,3,0,185.4,195.0,,Orthodox,"Mar 09, 1971",0.81,0.33,1.51,0.67,0.0,0.0,0.6,0.0,http://www.ufcstats.com/fighter-details/602bb270f2bdbf02
Carlos Vera,Pequeno,12,4,0,167.6,135.0,175.3,Orthodox,"Nov 05, 1987",1.53,0.57,2.79,0.49,0.0,0.0,0.25,1.6,http://www.ufcstats.com/fighter-details/07f959e6596307bb
Joey Villasenor,Smokin' Joe,29,10,0,182.9,185.0,,Orthodox,"Oct 17, 1975",2.05,0.38,3.26,0.52,0.71,0.4,0.53,1.1,http://www.ufcstats.com/fighter-details/15515e797aedc137
Ruben Villareal,Warpath,22,28,3,193.0,265.0,,Orthodox,"May 01, 1970",5.18,0.53,4.86,0.35,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/39f68882def7a507
Cain Velasquez,,14,3,0,185.4,240.0,195.6,Orthodox,"Jul 28, 1982",6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,http://www.ufcstats.com/fighter-details/0ff11cc094e887bc
Richie Vaculik,Vas,10,4,0,167.6,125.0,175.3,Orthodox,"Jun 19, 1983",3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0,http://www.ufcstats.com/fighter-details/54578e5927adea53
Paige VanZant,12 Gauge,8,5,0,162.6,115.0,165.1,Orthodox,"Mar 26, 1994",3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,http://www.ufcstats.com/fighter-details/4d5197f331c47290
Paul Varelans,The Polar Bear,9,9,0,203.2,300.0,,Orthodox,"Sep 17, 1969",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/07a18ae55dfc3cd9
Mateo Vogel,Carrapato,8,3,0,172.7,145.0,180.3,Orthodox,"Mar 05, 1996",4.47,0.46,2.87,0.65,1.0,0.16,0.0,0.0,http://www.ufcstats.com/fighter-details/90b57b19d20e1969
Robert Valentin,Robzilla,11,6,0,188.0,185.0,195.6,Orthodox,"Mar 31, 1995",1.13,0.56,2.83,0.32,0.0,0.0,0.55,1.3,http://www.ufcstats.com/fighter-details/0cd0456d6029cec2
Yuri Villefort,,10,5,0,182.9,170.0,185.4,Orthodox,"Mar 23, 1991",3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3,http://www.ufcstats.com/fighter-details/0fb1e2694a39a02f
Ike Villanueva,Hurricane,18,14,0,185.4,205.0,185.4,Orthodox,"Apr 04, 1984",3.66,0.38,7.24,0.36,0.6,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/f9d0cae37dabfafc
Danillo Villefort,Indio,15,5,0,185.4,185.0,,Orthodox,"May 08, 1983",2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7,http://www.ufcstats.com/fighter-details/fd87b1bbfcde9d5e
David Velasquez,Little,10,10,0,165.1,145.0,,Orthodox,"Oct 19, 1966",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/09c44b317c98bf96
Igor Vovchanchyn,Ice Cold,55,10,0,172.7,205.0,,Orthodox,"Aug 06, 1973",1.59,0.49,0.97,0.63,1.19,0.66,0.5,0.5,http://www.ufcstats.com/fighter-details/7929be8290289a47
Tamires Vidal,Tractor,7,4,0,167.6,135.0,172.7,Orthodox,"Jul 27, 1998",2.91,0.53,4.46,0.49,0.0,0.0,0.35,0.7,http://www.ufcstats.com/fighter-details/4f3064faf17aa711
Kevin Vallejos,El Chino,17,1,0,170.2,145.0,172.7,Switch,"Dec 08, 2001",5.78,0.46,4.71,0.56,0.71,0.28,0.83,0.0,http://www.ufcstats.com/fighter-details/239d8e5359022f3b
Ketlen Vieira,Fenomeno,15,5,0,172.7,135.0,172.7,Orthodox,"Aug 26, 1991",2.76,0.4,3.75,0.5,1.33,0.44,0.9,0.6,http://www.ufcstats.com/fighter-details/b9706f80d005036c
Egidijus Valavicius,,29,12,0,182.9,200.0,,Orthodox,"Dec 23, 1978",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/fc1868f56d3036eb
Jason Von Flue,Live Wire,14,12,1,182.9,170.0,,Orthodox,"Aug 01, 1975",1.89,0.36,3.23,0.52,0.62,0.16,0.58,1.5,http://www.ufcstats.com/fighter-details/c4b9296214f4c09c
Polyana Viana,Dama de Ferro,13,8,0,165.1,115.0,170.2,Orthodox,"Jun 14, 1992",2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,http://www.ufcstats.com/fighter-details/9673a497a9da119a
Brandon Vera,The Truth,15,7,0,190.5,230.0,198.1,Orthodox,"Oct 10, 1977",3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,http://www.ufcstats.com/fighter-details/fa315e6c77eee106
Milco Voorn,,20,11,1,,220.0,,Orthodox,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/277ffed20cf07aea
Jacob Volkmann,Christmas,19,7,0,175.3,155.0,180.3,Southpaw,"Sep 05, 1980",1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,http://www.ufcstats.com/fighter-details/6f81b6de2557739a
Marvin Vettori,The Italian Dream,19,10,1,182.9,185.0,188.0,Southpaw,"Sep 20, 1993",4.74,0.45,4.55,0.56,1.41,0.43,0.68,0.4,http://www.ufcstats.com/fighter-details/7acbb0972e75281a
Danylo Voievodkin,,7,0,0,193.0,265.0,198.1,Southpaw,"Jul 19, 2000",9.86,0.46,0.0,1.0,0.0,0.0,0.0,12.3,http://www.ufcstats.com/fighter-details/d73a7c36746fbc5b
Brandon Visher,The Viper,13,3,0,167.6,135.0,172.7,Orthodox,"May 06, 1984",2.55,0.45,3.76,0.42,0.67,0.2,0.0,0.0,http://www.ufcstats.com/fighter-details/7c4ec656d8fcb867
Kazula Vargas,,12,5,0,172.7,155.0,180.3,Southpaw,"Aug 15, 1985",3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,http://www.ufcstats.com/fighter-details/ec18eb918121787c
Bryan Vetell,,4,3,0,190.5,265.0,,Southpaw,"Jul 26, 1977",2.74,0.6,2.13,0.41,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/13a0fb8fbdafb54f
Marlon Vera,Chito,23,11,1,172.7,135.0,177.8,Switch,"Dec 02, 1992",4.25,0.48,5.37,0.49,0.49,0.39,0.72,0.8,http://www.ufcstats.com/fighter-details/7c7332319c14094c
Steve Vigneault,Lionheart,12,6,0,177.8,185.0,,Orthodox,"Feb 14, 1978",2.19,0.28,5.75,0.44,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/6888e31ce88f5b17
Joe Vedepo,The Doctor,18,9,0,182.9,185.0,,Orthodox,"Jan 01, 1983",1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0,http://www.ufcstats.com/fighter-details/d35c3ed553b71fa2
Austin Vanderford,The Gentleman,13,3,0,180.3,170.0,188.0,Orthodox,"Mar 21, 1990",3.04,0.59,2.71,0.48,3.08,0.35,1.0,1.2,http://www.ufcstats.com/fighter-details/32c3ee378671a5d9
Luigi Vendramini,The Italian Stallion,9,3,0,172.7,155.0,185.4,Orthodox,"Jan 16, 1996",2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,http://www.ufcstats.com/fighter-details/2f1a257d6777096d
DeMarco Villalona,,1,3,0,175.3,185.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0275e33febc2818c
Mark Vorgeas,,5,3,1,177.8,135.0,,,,3.87,0.32,4.19,0.51,0.0,0.0,0.5,0.8,http://www.ufcstats.com/fighter-details/ef0344ed552d8a22
Tre'ston Vines,TVTime,10,4,0,185.4,185.0,200.7,Orthodox,"Jun 18, 1996",0.0,0.0,3.56,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/563a1d42bb0e3cef
Cameron VanCamp,Jumpman,15,7,1,188.0,155.0,188.0,Switch,"Apr 27, 1993",5.31,0.47,6.41,0.4,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/87e2468b986ebb79
Kerry Vera,,2,0,0,170.2,135.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/df0a1c1e11ad199b
Guilherme Viana,,7,3,0,193.0,205.0,,,,2.92,0.4,2.72,0.59,1.2,0.66,0.77,0.0,http://www.ufcstats.com/fighter-details/393b8e03fb410a78
Pablo Villaseca,El Gallo,12,3,0,170.2,155.0,,,"Jan 26, 1987",2.79,0.42,3.25,0.65,2.5,0.5,0.33,0.0,http://www.ufcstats.com/fighter-details/34f93dfbd43b2144
Falaniko Vitale,Niko,30,11,0,177.8,185.0,,Orthodox,"Jul 14, 1974",1.88,0.49,3.68,0.47,0.72,0.33,0.86,0.0,http://www.ufcstats.com/fighter-details/445a98acb8985970
Mark Vologdin,,12,4,1,160.0,135.0,165.1,Orthodox,"Apr 18, 2000",7.8,0.52,11.0,0.34,0.0,0.0,0.57,0.0,http://www.ufcstats.com/fighter-details/0e6b611451a9a7d8
Hugo Viana,Wolverine,8,4,0,167.6,135.0,170.2,Orthodox,"Sep 26, 1982",3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,http://www.ufcstats.com/fighter-details/f95381efb3051d81
Artem Vakhitov,,3,1,0,185.4,205.0,190.5,Orthodox,"Apr 04, 1991",3.88,0.85,0.68,0.8,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/43e549b803ec7375
Joshua Van,The Fearless,16,2,0,165.1,125.0,165.1,Orthodox,"Oct 10, 2001",8.84,0.56,6.39,0.57,0.84,0.63,0.81,0.0,http://www.ufcstats.com/fighter-details/17e97649403ba428
Isaac Vallie-Flagg,,16,7,1,172.7,155.0,177.8,Orthodox,"Apr 08, 1978",5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,http://www.ufcstats.com/fighter-details/c295de4e10acd4c9
Scott Ventimiglia,Meant to Kill Ya,14,6,1,180.3,185.0,,,"Nov 17, 1972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6e62bb64f7cc5026
Rodolfo Vieira,,11,4,0,182.9,185.0,185.4,Orthodox,"Sep 25, 1989",3.55,0.53,4.38,0.49,2.7,0.21,0.75,0.9,http://www.ufcstats.com/fighter-details/260e9e0d4954aea6
Joe Veres,,4,3,0,170.2,155.0,,Orthodox,"Nov 09, 1977",0.0,0.0,5.55,0.27,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c6d8ae3b016d5ad5
Reginaldo Vieira,,13,5,0,170.2,135.0,165.1,Orthodox,"Nov 26, 1982",3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8,http://www.ufcstats.com/fighter-details/f9081770e28ea2e1
Armando Villarreal,La Lumbre,5,2,0,170.2,135.0,167.6,Southpaw,"Aug 08, 1989",3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0,http://www.ufcstats.com/fighter-details/454c1f0b638972ab
Victor Valimaki,The Matrix,18,10,0,182.9,205.0,,Orthodox,"Dec 17, 1981",3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0,http://www.ufcstats.com/fighter-details/663b76da637402c3
Ivan Valenzuela,Bam Bam,8,2,0,188.0,185.0,195.6,Orthodox,"Nov 17, 1992",0.0,0.0,9.6,0.33,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/45b82ebf0b9e0fd2
Jared Vanderaa,,12,10,0,193.0,265.0,203.2,Orthodox,"May 12, 1992",4.96,0.44,5.67,0.45,0.18,0.5,0.2,0.0,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Ron van Clief,The Black Dragon,0,1,0,177.8,190.0,,Orthodox,"Jan 25, 1943",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/23ab42947c1990e3
Yuri Vaulin,,0,1,0,193.0,197.0,,Southpaw,"Sep 13, 1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4679a38cced7c64a
Marcos Vinicius,Vina,23,11,1,175.3,125.0,,Orthodox,"Dec 05, 1979",1.93,0.49,2.91,0.47,0.0,0.0,0.25,0.5,http://www.ufcstats.com/fighter-details/e363b21261814830
Isis Verbeek,Fight Queen,5,2,0,162.6,115.0,162.6,Orthodox,"Jan 12, 1995",3.13,0.43,3.53,0.53,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/d6f58b8cd1a6ff52
Milton Vieira,Miltinho,13,8,2,182.9,145.0,,Orthodox,"Oct 04, 1978",1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7,http://www.ufcstats.com/fighter-details/7cf20446453f852b
Vitor Vianna,,12,3,1,,205.0,,Orthodox,"Dec 02, 1979",3.1,0.3,8.28,0.52,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/744f50016c39c26c
Alexander Volkanovski,The Great,28,4,0,167.6,145.0,180.3,Orthodox,"Sep 29, 1988",5.99,0.57,3.31,0.58,1.63,0.34,0.68,0.2,http://www.ufcstats.com/fighter-details/e1248941344b3288
Gianni Vazquez,Kriptonita,13,5,1,170.2,135.0,180.3,Orthodox,"Jul 17, 1994",1.6,0.22,3.93,0.39,0.0,0.0,0.62,2.0,http://www.ufcstats.com/fighter-details/51ec9dc3b4964f19
Linton Vassell,The Swarm,18,5,0,193.0,205.0,,,"Jun 03, 1983",3.39,0.37,2.13,0.54,2.46,0.5,0.5,0.0,http://www.ufcstats.com/fighter-details/a148dfe3485be79d
Billy Vaughan,,12,17,0,167.6,155.0,,,"Dec 02, 1983",0.0,0.0,1.36,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/61428ed51f5ff465
Jordan Vucenic,The Epidemic,13,4,0,177.8,155.0,185.4,Orthodox,"Mar 02, 1996",2.11,0.45,1.9,0.58,0.63,0.14,0.44,0.0,http://www.ufcstats.com/fighter-details/6d38e41efa47a72d
Genaro Valdez,Rayadito,10,3,0,175.3,155.0,182.9,Orthodox,"Jan 16, 1992",4.08,0.3,7.16,0.48,1.54,0.44,0.36,0.4,http://www.ufcstats.com/fighter-details/cda1099995b46cc2
Timur Valiev,Lucky,18,3,0,167.6,135.0,170.2,Orthodox,"Jan 19, 1990",5.19,0.53,3.33,0.45,1.73,0.4,0.55,0.3,http://www.ufcstats.com/fighter-details/45e738622ea2c02c
Mike van Arsdale,,8,5,0,188.0,205.0,,Switch,"Jun 20, 1965",1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0,http://www.ufcstats.com/fighter-details/2ee09ec2a0695eb9
Chad Vance,,7,5,0,182.9,185.0,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/26d61e92a6069cd2
Matt Veach,,17,5,0,180.3,155.0,,Orthodox,"May 31, 1981",1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5,http://www.ufcstats.com/fighter-details/5731cc327790b731
Renato Verissimo,Charuto,7,5,0,185.4,170.0,,Orthodox,"Aug 03, 1973",0.92,0.48,1.87,0.47,1.46,0.3,0.5,2.5,http://www.ufcstats.com/fighter-details/c24b1db4b809d41b
Manny Vazquez,,11,2,0,177.8,125.0,182.9,Orthodox,"Nov 19, 1993",1.47,0.41,2.67,0.48,1.0,0.33,0.0,1.0,http://www.ufcstats.com/fighter-details/8d4d25fd9218860b
Alexander Volkov,Drago,39,11,0,200.7,261.0,203.2,Orthodox,"Oct 24, 1988",4.78,0.57,2.86,0.53,0.57,0.66,0.68,0.2,http://www.ufcstats.com/fighter-details/279566840aa55bf2
Andrew Valladerez,,5,7,0,,135.0,,,"Jun 28, 1987",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2a898bf9fb7710b3
Victor Valenzuela,Joe Boxer,13,6,2,177.8,155.0,,,,1.28,1.0,2.55,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/de277a4abcfeea46
CJ Vergara,,12,7,1,167.6,125.0,172.7,Orthodox,"Jun 18, 1991",5.02,0.56,4.69,0.53,0.0,0.0,0.6,0.2,http://www.ufcstats.com/fighter-details/077e3ace32b72be9
James Vick,The Texecutioner,13,5,0,190.5,155.0,193.0,Orthodox,"Feb 23, 1987",4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,http://www.ufcstats.com/fighter-details/6256b2b1562cb8e1
Bobby Voelker,Vicious,19,13,0,182.9,170.0,188.0,Orthodox,"Apr 26, 1979",4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/fb8a3025ae722e64
Lloyd Van Dams,,0,1,0,185.4,240.0,,Southpaw,"Mar 05, 1972",0.0,0.0,3.01,0.15,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/02177caefe7c07d4
Charlie Valencia,,12,7,0,160.0,135.0,162.6,Orthodox,"Oct 31, 1974",2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5,http://www.ufcstats.com/fighter-details/8a0be41c0380188d
Alejandro Villalobos,,17,5,0,170.2,145.0,,,"Oct 26, 1979",3.93,0.46,4.07,0.67,1.0,0.5,0.0,0.0,http://www.ufcstats.com/fighter-details/2e88f2030d8a928a
Victor Valenzuela,Psicosis,12,4,0,175.3,170.0,180.3,Orthodox,"Feb 09, 1994",3.36,0.33,8.4,0.48,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/078695e385ec2f57
Alex White,The Spartan,13,6,0,182.9,155.0,180.3,Southpaw,"Oct 22, 1988",3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8
Eric Wray,,5,1,0,182.9,170.0,,Orthodox,,1.76,0.48,3.12,0.28,4.07,0.66,0.0,2.0,http://www.ufcstats.com/fighter-details/eb6edce3028f05c0
Karl Williams,,10,2,0,190.5,235.0,200.7,Orthodox,"Jan 06, 1990",2.68,0.48,2.15,0.55,4.2,0.48,1.0,0.2,http://www.ufcstats.com/fighter-details/d35f734c56a89103
Karolina Wojcik,Polish Assassin,9,2,0,157.5,115.0,,Orthodox,"Dec 09, 1994",2.67,0.65,0.87,0.62,2.0,0.66,1.0,1.0,http://www.ufcstats.com/fighter-details/b99b3620839ea911
Sheldon Westcott,,10,3,1,185.4,170.0,180.3,Southpaw,"Aug 20, 1984",2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0,http://www.ufcstats.com/fighter-details/ec2d13a87d3d9541
Julius Walker,Juice Box,7,2,0,193.0,205.0,198.1,Orthodox,"Jul 16, 1999",3.73,0.53,4.03,0.43,4.09,0.38,1.0,0.0,http://www.ufcstats.com/fighter-details/6add18754930182b
Aaron Wilkinson,The Daywalker,11,7,0,177.8,155.0,,Orthodox,"Jan 31, 1987",0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0,http://www.ufcstats.com/fighter-details/338a11d3674eb2d4
Ben Wall,Manimal,8,7,1,177.8,155.0,,Orthodox,"Mar 25, 1989",1.47,0.29,8.53,0.29,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/1ad381c8994c4e5b
Tim Williams,The South Jersey Strangler,15,5,0,188.0,185.0,193.0,Orthodox,"Jul 03, 1986",3.07,0.38,3.55,0.48,1.81,0.4,1.0,0.0,http://www.ufcstats.com/fighter-details/990bd63726a577f8
Eddie Wineland,,24,16,1,170.2,135.0,175.3,Orthodox,"Jun 26, 1984",3.4,0.29,3.76,0.68,0.34,0.33,0.86,0.1,http://www.ufcstats.com/fighter-details/fc9a9559a05f2704
Rubin Williams,Mr. Hollywood,0,1,0,185.4,185.0,,Orthodox,"Apr 09, 1976",0.0,0.0,1.39,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/6f812143641ceff8
Garett Whiteley,Goodnight,7,3,0,182.9,155.0,182.9,Orthodox,"Dec 13, 1980",3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,http://www.ufcstats.com/fighter-details/129537073431e52e
Jordan Wright,The Beverly Hills Ninja,12,5,0,188.0,205.0,195.6,Orthodox,"Oct 07, 1991",4.1,0.56,6.03,0.31,2.09,0.45,1.0,0.4,http://www.ufcstats.com/fighter-details/c878270af633eb11
Cory Walmsley,Hardcore,8,2,0,182.9,205.0,,Orthodox,,0.79,1.0,1.18,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Westin Wilson,,17,10,0,185.4,145.0,185.4,Southpaw,"Jan 24, 1989",1.57,0.31,6.71,0.3,1.57,0.16,0.33,7.9,http://www.ufcstats.com/fighter-details/7b3503352cd53abb
JW Wright,,1,0,0,,130.0,,,"Jan 12, 1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2a0b19a96f848eff
James Wilks,Lightning,7,4,0,185.4,170.0,190.5,Orthodox,"May 04, 1978",1.82,0.45,2.03,0.5,1.27,0.22,0.66,3.8,http://www.ufcstats.com/fighter-details/852454c572675334
Erick Wanderlei,,3,3,0,185.4,205.0,,Orthodox,"Jun 20, 1976",0.63,0.41,2.66,0.4,3.8,0.66,0.0,1.9,http://www.ufcstats.com/fighter-details/d57e6a8971b6d2bd
Deron Winn,,7,3,0,167.6,185.0,177.8,Orthodox,"Jun 13, 1989",4.55,0.44,6.21,0.46,4.28,0.52,0.4,0.0,http://www.ufcstats.com/fighter-details/483a953b18d73bb3
Joshua Weems,Wide Open,11,3,0,172.7,135.0,175.3,Orthodox,"May 05, 1994",5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0,http://www.ufcstats.com/fighter-details/69888118d968ba52
Travis Wiuff,The Diesel,75,21,0,190.5,205.0,,Orthodox,"Mar 15, 1978",0.48,0.3,4.03,0.41,4.84,0.57,0.44,1.2,http://www.ufcstats.com/fighter-details/7f9f528cb72a6ed1
