Name,Nickname,Wins,Losses,Draws,Height_cm,Weight_lbs,Reach_cm,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Rodolfo Rubio Perez,Fito,10,16,1,165.1,145.0,,Orthodox,"Jan 29, 1987",1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0,http://www.ufcstats.com/fighter-details/c4731f43693b96b8
Jordan Radev,,23,5,0,170.2,185.0,,Southpaw,"Sep 28, 1976",1.35,0.23,2.38,0.66,0.0,0.0,0.8,0.0,http://www.ufcstats.com/fighter-details/45bc8f98d62bd096
Raul Rosas Jr.,El Nino Problema,11,1,0,175.3,135.0,170.2,Switch,"Oct 08, 2004",1.51,0.44,1.37,0.5,4.01,0.41,0.0,1.1,http://www.ufcstats.com/fighter-details/fe2babf95de24fb1
Will Ribeiro,,10,2,0,172.7,135.0,,Orthodox,"Feb 17, 1983",1.83,0.28,1.64,0.74,1.15,1.0,0.5,2.9,http://www.ufcstats.com/fighter-details/8f4616698508f24d
Moise Rimbon,Swamp,23,11,3,177.8,205.0,,Orthodox,"Apr 20, 1977",0.8,0.34,1.0,0.71,1.0,0.5,0.37,0.0,http://www.ufcstats.com/fighter-details/9be3728f3f7badb2
Greg Rebello,Ribz,24,8,0,182.9,240.0,185.4,Southpaw,"Jun 13, 1982",2.61,0.39,2.92,0.58,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/49d78120e0a4f607
Cortavious Romious,,9,4,0,162.6,135.0,172.7,Southpaw,"Jan 06, 1994",1.91,0.38,3.46,0.39,2.29,0.66,0.64,0.8,http://www.ufcstats.com/fighter-details/8173f134396cb971
Paulo Renato Junior,,12,3,0,182.9,205.0,185.4,Orthodox,"Jan 25, 1994",4.89,0.45,5.18,0.56,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/01dfb60661153735
Montse Rendon,Monster,7,1,0,172.7,135.0,172.7,Orthodox,"Mar 16, 1989",3.09,0.28,3.42,0.59,2.0,0.37,1.0,0.3,http://www.ufcstats.com/fighter-details/60193e707634e560
Mike Russow,,15,3,0,185.4,255.0,185.4,Orthodox,"Sep 11, 1976",1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,http://www.ufcstats.com/fighter-details/353de740bb6c7e75
Keith Rockel,Rock,12,4,1,182.9,185.0,,Orthodox,"Aug 28, 1965",1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6,http://www.ufcstats.com/fighter-details/c75b99887c8c3f5a
Zach Reese,Savage,10,2,0,193.0,185.0,195.6,Switch,"Mar 24, 1994",4.32,0.56,3.82,0.39,3.41,0.66,0.57,1.4,http://www.ufcstats.com/fighter-details/23dec7c47cb418f8
Manuel Rodriguez,Chalate,11,5,0,175.3,170.0,,Orthodox,"Apr 25, 1985",0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0,http://www.ufcstats.com/fighter-details/5a6e4d2f0c76a242
Jorge Rivera,El Conquistador,20,9,0,185.4,185.0,185.4,Orthodox,"Feb 28, 1972",3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,http://www.ufcstats.com/fighter-details/cb46dface0e28a2c
Karl Reed,No Worries,6,1,0,190.5,205.0,198.1,Orthodox,"Oct 27, 1988",2.04,0.44,3.84,0.38,1.06,0.22,0.53,0.0,http://www.ufcstats.com/fighter-details/11337d069261bf3a
Herman Renting,,1,3,0,182.9,215.0,,Switch,"Dec 31, 1968",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f57cf3d54a641385
Esteban Ribovics,El Gringo,15,2,0,177.8,155.0,175.3,Orthodox,"Apr 27, 1996",8.09,0.43,6.3,0.54,0.39,0.66,0.7,0.2,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba
Kali Robbins,Pop Tart,6,3,0,160.0,115.0,160.0,Orthodox,"Jul 05, 1984",3.73,0.46,9.4,0.44,2.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/610caee730f9b89e
Francisco Rivera,Cisco,11,7,0,172.7,135.0,177.8,Orthodox,"Oct 08, 1981",4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45
Ricardo Ramos,,17,8,0,175.3,145.0,182.9,Orthodox,"Aug 01, 1995",2.91,0.36,3.97,0.54,2.51,0.57,0.67,1.0,http://www.ufcstats.com/fighter-details/1ae8f3c723aacff4
Piera Rodriguez,La Fiera,11,2,0,160.0,115.0,160.0,Orthodox,"Nov 11, 1992",3.54,0.47,2.81,0.55,4.53,0.54,0.73,0.0,http://www.ufcstats.com/fighter-details/e375cb5caf4717b6
Marcos Rogerio de Lima,Pezao,22,10,1,185.4,253.0,190.5,Orthodox,"Jun 25, 1985",3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5,http://www.ufcstats.com/fighter-details/ab943cd2c3c17825
Pete Rodriguez,Dead Game,5,2,0,175.3,170.0,180.3,Switch,"Nov 13, 1996",9.28,0.43,12.83,0.42,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/776d4262c4da38bf
Bec Rawlings,Rowdy,7,8,0,167.6,125.0,162.6,Orthodox,"Feb 11, 1989",4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,http://www.ufcstats.com/fighter-details/907e60fd13407e1e
